id,Response
0,0.31547465221464555
1,0.0005797384714416706
2,0.3871520677177256
3,0.0011721666589684778
4,0.13581612476032173
5,0.00047019558350880233
6,0.13168717140380035
7,0.0006640285650578723
8,0.03416149738622955
9,0.00038606700674609633
10,0.07782873258325093
11,0.18796144224041048
12,0.0005686313175929228
13,0.0008222365965198379
14,0.00697349854059986
15,0.03157082456711405
16,0.23174733102832795
17,0.0004959261689358406
18,0.000555135331259994
19,0.3469401693787184
20,0.00037921175772019514
21,0.09948337615525328
22,0.21978318584989773
23,0.0007818860163442481
24,0.1189006107899585
25,0.3567496594559455
26,0.0005216977992822271
27,0.0006967306648983138
28,0.3326349179990769
29,0.08679154495070346
30,0.3056414021541053
31,0.4062965996266391
32,0.0006018645114367219
33,0.02205584217061109
34,0.000538580142193609
35,0.0004001961336758108
36,0.00024298682275264677
37,0.02317158330016275
38,0.29195884987868864
39,0.4133170193149613
40,0.024894605668648075
41,0.3640017875289446
42,0.03253887541254952
43,0.0004964379822907593
44,0.03767944396856411
45,0.3684859396632331
46,0.10053622940399144
47,0.00029324772339864877
48,0.08327933217681495
49,0.0009996093984081908
50,0.0014586263152343573
51,0.0005051792760649115
52,0.4257020116220206
53,0.2880596463229997
54,0.36095525696658587
55,0.2007681699590149
56,0.0005263759598763488
57,0.3930013518285924
58,0.0718501682006209
59,0.009282737919090176
60,0.0005356832994648602
61,0.390984112749267
62,0.0010857475208371887
63,0.018507529975277805
64,0.0006860486582876848
65,0.010089776279354952
66,0.05691943550223477
67,0.0005301726532864068
68,0.15708123275614613
69,0.0005189213323640733
70,0.0004048057624172061
71,0.38816291503822137
72,0.00846256286246344
73,0.00036314325019858886
74,0.01939976995667068
75,0.3578496294319751
76,0.23032308133206805
77,0.32197142399663825
78,0.0005768640709966067
79,0.00047336508788082605
80,0.0003686046757043869
81,0.04391517122944637
82,0.0005417616218782338
83,0.0007207671733619092
84,0.08082849162913586
85,0.4020474700945816
86,0.0007333729699704804
87,0.00227663786346082
88,0.12198768921172715
89,0.0757331953504077
90,0.0008866800671365873
91,0.17902770852574645
92,0.3794812679351651
93,0.34802172268784176
94,0.15205315413793996
95,0.4273379769570181
96,0.1141403637600311
97,0.0004510126114303304
98,0.0005305161507032201
99,0.000540747036286035
100,0.30342584421426083
101,0.00042731373260638633
102,0.0004020904200507759
103,0.1057489882923566
104,0.0005067740236629658
105,0.04546055849433606
106,0.3241731824331242
107,0.1233029352117518
108,0.1797289470447518
109,0.05970939614988328
110,0.1217989125945388
111,0.17013733473950374
112,0.028335431310464336
113,0.13349542408974652
114,0.3652472310896788
115,0.14131840682954175
116,0.2452060016589725
117,0.3074866645985428
118,0.001413995048680142
119,0.07541375238630617
120,0.0008096312922373593
121,0.0003770744108987713
122,0.4004475050267376
123,0.0004810567516198186
124,0.2269064441110359
125,0.28015490811704163
126,0.015119134808926762
127,0.0005472521994406279
128,0.0003805266885461861
129,0.0004451176845284414
130,0.2973033951281898
131,0.16635647590687686
132,0.28103624492274976
133,0.20149399275500268
134,0.3876066161313409
135,0.34813868372361273
136,0.3269971463558677
137,0.000656351418378489
138,0.00032770842748867886
139,0.2392829086373155
140,0.00033584837502987513
141,0.2970536654619913
142,0.2843604086585627
143,0.0004999403496196817
144,0.0681046558054543
145,0.2493128405700257
146,0.00037759901552123474
147,0.0005106230011558626
148,0.000427486855608439
149,0.2956598518234179
150,0.0003743052133268317
151,0.0007087073079999477
152,0.2509768988572922
153,0.28442593064059873
154,0.07020294908626325
155,0.0004874201266005829
156,0.0005929078030293076
157,0.00025786266067284014
158,0.20473712465419952
159,0.17480591697754805
160,0.1643430584471612
161,0.0006089571173564245
162,0.0003566179090937093
163,0.04456005365512965
164,0.03793241330938176
165,0.1855146226103927
166,0.26451010222792143
167,0.3006278509795899
168,0.00043113782204194407
169,0.0004628755536315298
170,0.3204543136610638
171,0.23003384171528635
172,0.3047085305140078
173,0.0027848527637088475
174,0.03337211353180189
175,0.0012650811414018726
176,0.00046288089306487166
177,0.0009756512510052434
178,0.0005664084903608338
179,0.0004803734673461336
180,0.00046267661982132147
181,0.0006279016919713633
182,0.2279802372298127
183,0.00043310141963882236
184,0.11331263360523512
185,0.02224502878538896
186,0.0635159075816262
187,0.3022223494458125
188,0.4952134046059056
189,0.01570252012651277
190,0.0006493032057812018
191,0.3679921989306428
192,0.03881205388808945
193,0.0006390468592127428
194,0.0010770675307125812
195,0.2958895832236261
196,0.2860761869580231
197,0.0003387529514363871
198,0.0005316455965016434
199,0.0004820548915428148
200,0.0004016632391208379
201,0.000395107257616517
202,0.0005515679894145059
203,0.2975301848202624
204,0.0005436047148478613
205,0.0004675269446229186
206,0.00047059518125620246
207,0.13863136608829685
208,0.3914419159260286
209,0.16378332293547745
210,0.0005102011081021251
211,0.4839754859660484
212,0.0003786816941254143
213,0.2840966247796286
214,0.4585640695923631
215,0.37703979753301453
216,0.0004089576351588192
217,0.41267424494395344
218,0.15290429285302407
219,0.0007863190736394262
220,0.3492439396702344
221,0.3649070836722279
222,0.0006989733734243586
223,0.000498244911665841
224,0.00037868901892635336
225,0.11732797448453686
226,0.027450766352782773
227,0.0005635399269524966
228,0.00042611410924975384
229,0.3211239713960368
230,0.0003204194100274618
231,0.006347429086536864
232,0.0004490185969481835
233,0.0015556252264642895
234,0.3384030410226839
235,0.0019038564946364444
236,0.2440830377950795
237,0.3362725081216385
238,0.2585906100098345
239,0.00048546727906447813
240,0.00033825605110148605
241,0.0009103547738235434
242,0.00034391227950843065
243,0.0011944202416667945
244,0.26481583785468066
245,0.3275655097581066
246,0.03369349609747232
247,0.4971116199703358
248,0.0003481309774419912
249,0.08404939511384664
250,0.0004972678948909484
251,0.2958537025149695
252,0.3498531295428348
253,0.1488538459947351
254,0.2667981235368892
255,0.07238543379804288
256,0.28841082608180857
257,0.00043357450231422786
258,0.12092601516786156
259,0.21519553878147374
260,0.00033164393671662685
261,0.17745424129079554
262,0.0004156438482546416
263,0.12812552580704506
264,0.2188402125072505
265,0.0004000421033901116
266,0.02811969008344882
267,0.005958002257176022
268,0.006332885442731723
269,0.3675260584165482
270,0.3796386323119443
271,0.05845498329691017
272,0.0005791848447132738
273,0.0005221527493562613
274,0.3733336862059101
275,0.4296629407379102
276,0.0006830433003985562
277,0.00039682078425623286
278,0.35194399983872005
279,0.06911673463098986
280,0.0005127771445395986
281,0.0004654814332976343
282,0.3746842015665947
283,0.10552060252182573
284,0.2506928402242552
285,0.0020389487704541172
286,0.08941279578929377
287,0.20203543259108095
288,0.033814276969475844
289,0.0289787336496202
290,0.015458982242247656
291,0.30410492062563954
292,0.2822105177008798
293,0.0008592483942177307
294,0.0005568317467734487
295,0.06206997507737572
296,0.0004257307443583462
297,0.03677154004490736
298,0.2089685560296201
299,0.00039238378226233694
300,0.3519134784147253
301,0.4152422415018508
302,0.18686389623733196
303,0.1716477681713568
304,0.0006209541892019832
305,0.0015004319311394375
306,0.0005809916589266387
307,0.32960435810597755
308,0.00045803852422240184
309,0.00047620529795295343
310,0.00043792901419343575
311,0.031541619031466565
312,0.4948701431566784
313,0.0006000632057594516
314,0.20359616224075686
315,0.2803620038968601
316,0.01766501430366537
317,0.0004396240221410703
318,0.4256167192062722
319,0.3269128787669657
320,0.4031108780507948
321,0.4444027542787973
322,0.15000409604241166
323,0.0008425444106455036
324,0.00040275616568854057
325,0.0006445385359810384
326,0.0006729048120610255
327,0.20637762228455248
328,0.37223809317709017
329,0.000997983644525297
330,0.0003701253184580678
331,0.3707265076208143
332,0.1934100978865098
333,0.285622090168408
334,0.0007447727859748744
335,0.15387134793928298
336,0.08937655278839253
337,0.0005318294899462673
338,0.11027189410518444
339,0.1942355801804076
340,0.2993066334302414
341,0.34753021301218995
342,0.35454204546813983
343,0.0005319517187785294
344,0.10452580519318652
345,0.2262466007673067
346,0.0005649272810435484
347,0.004198550982081785
348,0.00037037988753304353
349,0.10131884623851084
350,0.021869768993020663
351,0.0003493886318835717
352,0.28367399345202005
353,0.3472128007940515
354,0.023227710585362892
355,0.23179414227506198
356,0.0014080690021394625
357,0.000473589501480421
358,0.000404552496146505
359,0.27303012159332657
